player_id,name,firstname,lastname,birthdate,birthplace,birthcountry,nationality,height,weight,photo
69297,D. Mândroiu,Daniel,Mândroiu,1998-10-20,Dublin,Republic of Ireland,Republic of Ireland,,,https://media.api-sports.io/football/players/69297.png
69319,E. Toal,Eoin,Toal,1999-02-15,Armagh,Northern Ireland,Northern Ireland,191 cm,70 kg,https://media.api-sports.io/football/players/69319.png
69395,R. Feely,Rory,Feely,1997-01-03,Dublin,Republic of Ireland,Republic of Ireland,171 cm,66 kg,https://media.api-sports.io/football/players/69395.png
69418,C. McCarthy,Conor,McCarthy,1998-04-11,Blarney,Republic of Ireland,Republic of Ireland,193 cm,75 kg,https://media.api-sports.io/football/players/69418.png
69437,J. Tilley,James Alexander David,Tilley,1998-06-13,Billingshurst,England,England,174 cm,59 kg,https://media.api-sports.io/football/players/69437.png
69455,N. Farrugia,Neil,Farrugia,1999-05-19,Paris,Republic of Ireland,Republic of Ireland,187 cm,83 kg,https://media.api-sports.io/football/players/69455.png
69458,G. O&apos;Neill,Gary,O'Neill,1995-01-27,Kerry,Republic of Ireland,Republic of Ireland,180 cm,73 kg,https://media.api-sports.io/football/players/69458.png
69539,L. McNally,Luke,McNally,1999-09-20,Enfield,Republic of Ireland,Republic of Ireland,184 cm,,https://media.api-sports.io/football/players/69539.png
69557,L. Steacy,Lee,Steacy,1993-01-18,Dublin,Republic of Ireland,Republic of Ireland,180 cm,77 kg,https://media.api-sports.io/football/players/69557.png
70078,F. Pellistri,Facundo,Pellistri Rebollo,2001-12-20,Montevideo,Uruguay,Uruguay,175 cm,69 kg,https://media.api-sports.io/football/players/70078.png
70100,J. Zirkzee,Joshua Orobosa,Zirkzee,2001-05-22,Schiedam,Netherlands,Netherlands,193 cm,84 kg,https://media.api-sports.io/football/players/70100.png
70336,V. Kovačević,Vladan,Kovačević,1998-04-11,Banja Luka,Bosnia and Herzegovina,Bosnia and Herzegovina,192 cm,86 kg,https://media.api-sports.io/football/players/70336.png
70343,A. Marochkin,Aleksandr,Marochkin,1990-07-14,Arkalyk,Kazakhstan,Kazakhstan,189 cm,87 kg,https://media.api-sports.io/football/players/70343.png
70389,B. Mustafazadə,Bəhlul,Mustafazadə,1997-02-27,,Azerbaijan,Azerbaijan,,,https://media.api-sports.io/football/players/70389.png
70519,A. McCann,Alistair Edward,McCann,1999-12-04,Edinburgh,Scotland,Northern Ireland,176 cm,64 kg,https://media.api-sports.io/football/players/70519.png
70747,J. Enciso,Julio César,Enciso Espínola,2004-01-23,Caaguazú,Paraguay,Paraguay,173 cm,64 kg,https://media.api-sports.io/football/players/70747.png
75935,A. Dashyan,Artak,Dashyan,1989-11-20,Yerevan,Armenia,Armenia,181 cm,74 kg,https://media.api-sports.io/football/players/75935.png
76975,A. Mustafić,Alen,Mustafić,1999-07-05,Tuzla,Bosnia and Herzegovina,Bosnia and Herzegovina,185 cm,78 kg,https://media.api-sports.io/football/players/76975.png
80413,F. Panák,Filip,Panák,1995-11-02,,Czechia,Czechia,187 cm,80 kg,https://media.api-sports.io/football/players/80413.png
80552,Gabriel Sara,Gabriel Davi,Gomes Sara,1999-06-26,Joinville,Brazil,Brazil,176 cm,76 kg,https://media.api-sports.io/football/players/80552.png
81995,J. Wollacott,Joseph Luke,Wollacott,1996-09-08,Bristol,England,Ghana,190 cm,80 kg,https://media.api-sports.io/football/players/81995.png
82003,T. Bakinson,Tyreeq Jamal Adeshina Oliveira,Bakinson,1998-10-10,London,England,England,190 cm,70 kg,https://media.api-sports.io/football/players/82003.png
82007,B. Cotter,Barry Noel,Cotter,1998-12-04,Ennis,Republic of Ireland,Republic of Ireland,175 cm,68 kg,https://media.api-sports.io/football/players/82007.png
82031,C. O&apos;Keeffe,Corey James John,O'Keeffe,1998-06-05,Birmingham,England,Republic of Ireland,184 cm,70 kg,https://media.api-sports.io/football/players/82031.png
82034,J. Sheehan,Joshua Luke,Sheehan,1995-03-30,Pembrey,Wales,Wales,184 cm,75 kg,https://media.api-sports.io/football/players/82034.png
82040,J. Matt,Jamille Antonio,Matt,1989-10-20,Walsall,Jamaica,Jamaica,186 cm,75 kg,https://media.api-sports.io/football/players/82040.png
82069,S. George,Shamal Tyrell,George,1998-01-06,Wirral,England,England,198 cm,75 kg,https://media.api-sports.io/football/players/82069.png
82077,B. Walker,Bradley,Walker,1995-04-25,Billingham,England,England,186 cm,80 kg,https://media.api-sports.io/football/players/82077.png
82090,B. Thomas-Asante,Solomon Brandon Michael Clarke,Thomas-Asante,1998-12-29,Milton Keynes,England,England,175 cm,83 kg,https://media.api-sports.io/football/players/82090.png
82100,J. Sterry,Jamie Michael,Sterry,1995-11-21,Newcastle upon Tyne,England,England,180 cm,76 kg,https://media.api-sports.io/football/players/82100.png
82483,D. Charles,Dion Elie,Charles,1995-10-07,Preston,England,Northern Ireland,178 cm,67 kg,https://media.api-sports.io/football/players/82483.png
82855,T. King,Thomas Lloyd,King,1995-03-09,Plymouth,England,Wales,194 cm,80 kg,https://media.api-sports.io/football/players/82855.png
82975,E. Newby,Elliot Christian,Newby,1995-11-21,Barrow-in-Furness,England,England,177 cm,73 kg,https://media.api-sports.io/football/players/82975.png
83029,J. Bowler,Joshua Luke,Bowler,1999-03-05,Chertsey,England,England,184 cm,69 kg,https://media.api-sports.io/football/players/83029.png
87791,D. Agyei,Daniel Ebenezer Kwasi,Agyei,1997-06-01,London,England,England,183 cm,77 kg,https://media.api-sports.io/football/players/87791.png
87858,J. McAtee,John George,McAtee,1999-07-23,Manchester,England,England,180 cm,75 kg,https://media.api-sports.io/football/players/87858.png
88457,B. Sheaf,Benjamin David,Sheaf,1998-02-05,Eynsford,England,England,185 cm,64 kg,https://media.api-sports.io/football/players/88457.png
90499,J. Mukena,Joy Richard Mpinga,Mukena,1999-07-03,London,England,England,190 cm,,https://media.api-sports.io/football/players/90499.png
90590,G. Rutter,Georginio,Rutter,2002-04-20,Vannes,France,France,182 cm,83 kg,https://media.api-sports.io/football/players/90590.png
90647,M. Egbo,Mandela Chinweizu,Egbo,1997-08-17,London,England,England,180 cm,75 kg,https://media.api-sports.io/football/players/90647.png
91422,R. Bellanova,Raoul,Bellanova,2000-05-17,Rho,Italy,Italy,188 cm,82 kg,https://media.api-sports.io/football/players/91422.png
91488,R. Di Gennaro,Raffaele,Di Gennaro,1993-10-03,Saronno,Italy,Italy,186 cm,80 kg,https://media.api-sports.io/football/players/91488.png
92993,M. Wieffer,Mats,Wieffer,1999-11-16,Borne,Netherlands,Netherlands,188 cm,78 kg,https://media.api-sports.io/football/players/92993.png
93016,T. Dallinga,Thijs,Dallinga,2000-08-03,Groningen,Netherlands,Netherlands,180 cm,75 kg,https://media.api-sports.io/football/players/93016.png
93064,M. de Wit,Mees Jacobus Wilhelmus,de Wit,1998-04-17,Amsterdam,Netherlands,Netherlands,181 cm,80 kg,https://media.api-sports.io/football/players/93064.png
94562,S. Giménez,Santiago Tomás,Giménez,2001-04-18,Buenos Aires,Argentina,Mexico,182 cm,69 kg,https://media.api-sports.io/football/players/94562.png
97575,M. Bystrov,Marat,Bystrov,1992-06-19,Bolshevik,Kazakhstan,Kazakhstan,181 cm,70 kg,https://media.api-sports.io/football/players/97575.png
98936,L. Foster,Lyle Brent,Foster,2000-09-03,Johannesburg,South Africa,South Africa,185 cm,70 kg,https://media.api-sports.io/football/players/98936.png
105320,O. Zubkov,Oleksandr,Zubkov,1996-08-03,Makiivka,Ukraine,Ukraine,182 cm,78 kg,https://media.api-sports.io/football/players/105320.png
105321,D. Ignatenko,Danylo,Ignatenko,1997-03-13,Zaporizhzhya,Ukraine,Ukraine,189 cm,84 kg,https://media.api-sports.io/football/players/105321.png
106725,K. Lewis-Potter,Keane William,Lewis-Potter,2001-02-22,Hull,England,England,170 cm,67 kg,https://media.api-sports.io/football/players/106725.png
106835,K. Mitoma,Kaoru,Mitoma,1997-05-20,Kawasaki,Japan,Japan,178 cm,73 kg,https://media.api-sports.io/football/players/106835.png
107303,D. Sikan,Danylo,Sikan,2001-04-16,Zhytomyr,Ukraine,Ukraine,187 cm,79 kg,https://media.api-sports.io/football/players/107303.png
107787,J. Ironside,Joe Samuel,Ironside,1993-10-16,Middlesbrough,England,England,180 cm,75 kg,https://media.api-sports.io/football/players/107787.png
108017,M. Abu Fani,Mohamed,Abu Fani,1998-04-27,Kfar Qara,Israel,Israel,,,https://media.api-sports.io/football/players/108017.png
109531,G. Chinedu,Geoffrey Charles,Chinedu,1997-10-01,Lagos,Nigeria,Nigeria,193 cm,72 kg,https://media.api-sports.io/football/players/109531.png
111485,E. Astanov,Elkhan,Astanov,2000-05-21,,Kazakhstan,Kazakhstan,186 cm,76 kg,https://media.api-sports.io/football/players/111485.png
111561,M. Seysen,Mukhamedjan,Seysen,1999-02-14,,Kazakhstan,Kazakhstan,190 cm,80 kg,https://media.api-sports.io/football/players/111561.png
111587,A. Zarutskiy,Aleksandr,Zarutskiy,1993-08-26,Vladikavkaz,Russia,Kazakhstan,193 cm,87 kg,https://media.api-sports.io/football/players/111587.png
111728,S. Basmanov,Stanislav,Basmanov,2001-06-24,,Kazakhstan,Kazakhstan,176 cm,60 kg,https://media.api-sports.io/football/players/111728.png
115589,B. Šeško,Benjamin,Šeško,2003-05-31,Radeče,Slovenia,Slovenia,195 cm,85 kg,https://media.api-sports.io/football/players/115589.png
116117,M. Caicedo,Moisés Isaac,Caicedo Corozo,2001-11-02,Santo Domingo,Ecuador,Ecuador,178 cm,73 kg,https://media.api-sports.io/football/players/116117.png
119818,F. Ravizzoli,Franco Nahuel,Ravizzoli,1997-07-09,Mar del Plata,Argentina,Argentina,188 cm,,https://media.api-sports.io/football/players/119818.png
119945,T. Mullarkey,Tobias,Mullarkey,1995-11-04,Warrington,England,England,173 cm,64 kg,https://media.api-sports.io/football/players/119945.png
122108,T. Allen,Taylor Ellis,Allen,2000-06-16,Walsall,England,England,185 cm,72 kg,https://media.api-sports.io/football/players/122108.png
122688,Matheus Aiás,Matheus Aiás,Barrozo Rodrigues,1996-12-30,Palmares Paulista,Brazil,Brazil,175 cm,70 kg,https://media.api-sports.io/football/players/122688.png
122734,Ferran Jutglà,Ferran,Jutglà Blanch,1999-02-01,Sant Julià de Vilatorta,Spain,Spain,176 cm,75 kg,https://media.api-sports.io/football/players/122734.png
123468,M. Keller,Marvin,Keller,2002-07-03,,England,Switzerland,189 cm,87 kg,https://media.api-sports.io/football/players/123468.png
124613,E. Cəfərquliyev,Elvin,Cəfərquliyev,2000-10-26,,Azerbaijan,Azerbaijan,180 cm,,https://media.api-sports.io/football/players/124613.png
125418,Y. Konoplya,Yukhym,Konoplya,1999-08-26,Donetsk,Ukraine,Ukraine,180 cm,74 kg,https://media.api-sports.io/football/players/125418.png
125419,O. Kashchuk,Oleksii,Kashchuk,2000-06-29,Novohrad-Volynskyi,Ukraine,Ukraine,176 cm,67 kg,https://media.api-sports.io/football/players/125419.png
125720,S. Conteh,Sirlord Calvin,Conteh,1996-07-09,Hamburg,Germany,Germany,178 cm,78 kg,https://media.api-sports.io/football/players/125720.png
125743,Beto,Norberto Bercique,Gomes Betuncal,1998-01-31,Lisboa,Portugal,Portugal,194 cm,88 kg,https://media.api-sports.io/football/players/125743.png
126530,Daniel Peretz,Daniel,Peretz,2000-07-10,Tel Aviv,Israel,Israel,195 cm,89 kg,https://media.api-sports.io/football/players/126530.png
126791,N. Broadhead,Nathan Paul,Broadhead,1998-04-05,Bangor,Wales,Wales,178 cm,73 kg,https://media.api-sports.io/football/players/126791.png
126949,C. Richards,Christopher Jeffrey,Richards,2000-03-28,Birmingham,USA,USA,188 cm,87 kg,https://media.api-sports.io/football/players/126949.png
126974,O. Gandelman,Omri,Gandelman,2000-05-16,Hod Hasharon,Israel,Israel,188 cm,84 kg,https://media.api-sports.io/football/players/126974.png
127011,A. Cambiaso,Andrea,Cambiaso,2000-02-20,Genoa,Italy,Italy,182 cm,77 kg,https://media.api-sports.io/football/players/127011.png
127119,B. Jackson,Ben Joseph,Jackson,2001-02-22,Stockport,England,England,178 cm,70 kg,https://media.api-sports.io/football/players/127119.png
127122,J. Lewis,Joe Cameron,Lewis,1999-09-20,Neath,Wales,Wales,188 cm,85 kg,https://media.api-sports.io/football/players/127122.png
127158,H. Saunders,Harvey Read,Saunders,1997-07-20,Wolverhampton,England,England,180 cm,69 kg,https://media.api-sports.io/football/players/127158.png
127206,J. Walsh,Joseph Anthony,Walsh,2002-04-01,Gillingham,England,England,185 cm,68 kg,https://media.api-sports.io/football/players/127206.png
127369,G. Johnston,George,Johnston,1998-09-01,Manchester,England,Scotland,181 cm,72 kg,https://media.api-sports.io/football/players/127369.png
127470,T. Dele-Bashiru,Ayotomiwa Sherif,Dele-Bashiru,1999-09-17,Manchester,England,Nigeria,183 cm,68 kg,https://media.api-sports.io/football/players/127470.png
127579,J. Greaves,Jacob,Greaves,2000-09-12,Cottingham,England,England,185 cm,70 kg,https://media.api-sports.io/football/players/127579.png
127619,J. Schöppner,Jan,Schöppner,1999-06-12,Homberg,Germany,Germany,190 cm,78 kg,https://media.api-sports.io/football/players/127619.png
127769,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,2001-06-18,Guarulhos,Brazil,Brazil,178 cm,75 kg,https://media.api-sports.io/football/players/127769.png
127817,P. Hincapié,Piero Martín,Hincapié Reyna,2002-01-09,Esmeraldas,Ecuador,Ecuador,184 cm,77 kg,https://media.api-sports.io/football/players/127817.png
128384,Vitinha,Vítor,Machado Ferreira,2000-02-13,Santo Tirso,Portugal,Portugal,172 cm,64 kg,https://media.api-sports.io/football/players/128384.png
128385,Gonçalo Borges,Gonçalo Óscar,Albuquerque Borges,2001-03-29,Lisboa,Portugal,Portugal,184 cm,72 kg,https://media.api-sports.io/football/players/128385.png
128446,M. Trnovský,Martin,Trnovský,2000-06-07,Bratislava,Slovakia,Slovakia,191 cm,84 kg,https://media.api-sports.io/football/players/128446.png
128640,M. Kochalski,Mateusz,Kochalski,2000-07-25,Świdnik,Poland,Poland,190 cm,88 kg,https://media.api-sports.io/football/players/128640.png
128849,M. Breunig,Maximilian,Breunig,2000-08-14,Würzburg,Germany,Germany,195 cm,78 kg,https://media.api-sports.io/football/players/128849.png
129033,J. Gvardiol,Joško,Gvardiol,2002-01-23,Zagreb,Croatia,Croatia,185 cm,80 kg,https://media.api-sports.io/football/players/129033.png
129047,R. Zerrouki,Ramiz Larbi,Zerrouki,1998-05-26,Amsterdam,Netherlands,Algeria,183 cm,76 kg,https://media.api-sports.io/football/players/129047.png
129058,B. Verbruggen,Bart,Verbruggen,2002-08-18,Breda,Netherlands,Netherlands,193 cm,66 kg,https://media.api-sports.io/football/players/129058.png
129643,E. Ferguson,Evan Joe,Ferguson,2004-10-19,Bettystown,Republic of Ireland,Republic of Ireland,183 cm,78 kg,https://media.api-sports.io/football/players/129643.png
129673,S. Bajić,Stefan,Bajić,2001-12-23,Saint-Étienne,France,France,191 cm,84 kg,https://media.api-sports.io/football/players/129673.png
129678,A. Ounahi,Azzedine,Ounahi,2000-04-19,Casablanca,Morocco,Morocco,182 cm,62 kg,https://media.api-sports.io/football/players/129678.png
129701,Armando Quitirna,Armando,Quitirna,2000-01-01,,England,England,170 cm,64 kg,https://media.api-sports.io/football/players/129701.png
129711,B. Johnson,Brennan Price,Johnson,2001-05-23,Nottingham,England,Wales,186 cm,73 kg,https://media.api-sports.io/football/players/129711.png
129718,J. Bellingham,Jude Victor William,Bellingham,2003-06-29,Stourbridge,England,England,186 cm,75 kg,https://media.api-sports.io/football/players/129718.png
129720,R. Stirk,Ryan William,Stirk,2000-09-25,Birmingham,Wales,Wales,178 cm,75 kg,https://media.api-sports.io/football/players/129720.png
129724,Z. Hemming,Zachary,Hemming,2000-03-07,Bishop Auckland,England,England,188 cm,80 kg,https://media.api-sports.io/football/players/129724.png
129913,M. Watters,Max James,Watters,1999-03-23,London,England,England,188 cm,80 kg,https://media.api-sports.io/football/players/129913.png
130256,André Franco,André Filipe,Russo Franco,1998-04-12,Lisboa,Portugal,Portugal,177 cm,73 kg,https://media.api-sports.io/football/players/130256.png
130421,W. Smallbone,William Anthony Patrick,Smallbone,2000-02-21,Basingstoke,England,Republic of Ireland,183 cm,71 kg,https://media.api-sports.io/football/players/130421.png
130423,B. Gilmour,Billy Clifford,Gilmour,2001-06-11,Irvine,Scotland,Scotland,170 cm,60 kg,https://media.api-sports.io/football/players/130423.png
130861,G. Tanner,George,Tanner,1999-11-16,Blackpool,England,England,181 cm,71 kg,https://media.api-sports.io/football/players/130861.png
131294,Y. Demir,Yusuf,Demir,2003-06-02,Wien,Austria,Austria,171 cm,72 kg,https://media.api-sports.io/football/players/131294.png
131516,S. Zuberu,Sharani,Zuberu,2000-01-07,,Ghana,Ghana,183 cm,,https://media.api-sports.io/football/players/131516.png
133199,D. Burns,Darragh,Burns,2002-08-06,,Northern Ireland,Republic of Ireland,,,https://media.api-sports.io/football/players/133199.png
133200,J. Honohan,Joshua,Honohan,2001-03-28,,Republic of Ireland,Republic of Ireland,,,https://media.api-sports.io/football/players/133200.png
133453,Borja Sainz,Borja,Sainz Eguskiza,2001-02-01,Leioa,Spain,Spain,178 cm,75 kg,https://media.api-sports.io/football/players/133453.png
134058,M. Qurbanlı,Musa,Qurbanlı,2002-04-13,Bakı,Azerbaijan,Azerbaijan,185 cm,,https://media.api-sports.io/football/players/134058.png
134320,Leandro Andrade,Leandro,Livramento Andrade,1999-09-24,Tavira,Portugal,Cape Verde,176 cm,70 kg,https://media.api-sports.io/football/players/134320.png
134428,B. Chrisene,Benjamin Joshua,Chrisene,2004-01-12,Exeter,England,England,183 cm,80 kg,https://media.api-sports.io/football/players/134428.png
134605,J. Roles,Jack,Roles,1999-02-26,London,England,Cyprus,176 cm,66 kg,https://media.api-sports.io/football/players/134605.png
135334,S. Bueno,Santiago Ignacio,Bueno Sciutto,1998-11-09,Montevideo,Uruguay,Uruguay,190 cm,76 kg,https://media.api-sports.io/football/players/135334.png
135839,G. Vagiannidis,Georgios,Vagiannidis,2001-09-12,Gerakas,Greece,Greece,182 cm,68 kg,https://media.api-sports.io/football/players/135839.png
135965,D. Males,Darian,Males,2001-05-03,Luzern,Switzerland,Switzerland,188 cm,76 kg,https://media.api-sports.io/football/players/135965.png
136723,N. Madueke,Chukwunonso Tristan,Madueke,2002-03-10,London,England,England,182 cm,75 kg,https://media.api-sports.io/football/players/136723.png
137209,M. Kjølø,Mathias,Ullereng Kjølø,2001-06-27,Oslo,Norway,Norway,174 cm,67 kg,https://media.api-sports.io/football/players/137209.png
137220,A. Moran,Andrew,Moran,2003-10-15,Dublin,Republic of Ireland,Republic of Ireland,177 cm,73 kg,https://media.api-sports.io/football/players/137220.png
137300,H. Roberts,Haydon Cameron,Roberts,2002-05-10,Brighton,England,England,175 cm,68 kg,https://media.api-sports.io/football/players/137300.png
137301,A. Cochrane,Alexander William,Cochrane,2000-04-21,Brighton,England,England,173 cm,70 kg,https://media.api-sports.io/football/players/137301.png
137302,C. Archer,Cameron Desmond,Archer,2001-12-09,Walsall,England,England,181 cm,72 kg,https://media.api-sports.io/football/players/137302.png
137471,S. Voet,Siemen,Voet,2000-02-03,,Belgium,Belgium,190 cm,81 kg,https://media.api-sports.io/football/players/137471.png
137721,G. Lagerbielke,Gustaf Johan,Lagerbielke,2000-04-10,Stockholm,Sweden,Sweden,191 cm,80 kg,https://media.api-sports.io/football/players/137721.png
137976,I. Hien,Isak Malcolm Kwaku,Hien,1999-01-13,Kista,Sweden,Sweden,191 cm,88 kg,https://media.api-sports.io/football/players/137976.png
138417,N. Patterson,Nathan Kenneth,Patterson,2001-10-16,Glasgow,Scotland,Scotland,189 cm,83 kg,https://media.api-sports.io/football/players/138417.png
